label,nose_x,nose_y,nose_z,nose_v,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_v,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_v,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_v,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_v,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_v,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_v,left_hip_x,left_hip_y,left_hip_z,left_hip_v,right_hip_x,right_hip_y,right_hip_z,right_hip_v
L,0.408797473,0.269643515,0.060979314,0.999812841,0.366505563,0.36310032,0.487940639,0.996539891,0.306769997,0.321354747,-0.267050773,0.999931633,0.5066396,0.346184254,-0.39321807,0.996810913,0.51803714,0.401428342,0.607175708,0.304311246,0.736395776,0.365383357,-0.398739666,0.987939358,0.694504559,0.410574675,0.487260759,0.499919623,0.393613875,0.552908778,0.197946236,0.990583062,0.347379833,0.547854125,-0.197913662,0.997415423
L,0.417307049,0.271294564,0.070794851,0.999816597,0.363937318,0.363256544,0.482955158,0.99677211,0.311471015,0.320911616,-0.271250278,0.999935687,0.499483675,0.35621497,-0.394760579,0.996888638,0.504992723,0.412245542,0.607718587,0.311273783,0.727307022,0.38346532,-0.391101837,0.988500655,0.681356907,0.426575392,0.488454223,0.512678444,0.38938272,0.552861452,0.19765301,0.990803361,0.343998671,0.547705829,-0.19761467,0.997512043
L,0.430719048,0.271277815,0.079927392,0.999822259,0.359738111,0.362811923,0.479471713,0.996982932,0.322876692,0.320204109,-0.27755627,0.999939084,0.502882898,0.366017908,-0.392182142,0.996942163,0.493322939,0.424479127,0.58519876,0.312143713,0.723097086,0.403056651,-0.369652033,0.989072144,0.666711032,0.452876657,0.488108605,0.51338011,0.384177804,0.553117692,0.196806714,0.991215289,0.339218318,0.547884643,-0.196763322,0.997627437
L,0.442431092,0.270816058,0.064436108,0.999807894,0.345662177,0.359434038,0.468753129,0.99702996,0.33538729,0.320311159,-0.31422922,0.999940395,0.504226446,0.379249007,-0.413109899,0.996933997,0.475887239,0.428523898,0.55531323,0.300177515,0.714873791,0.420505911,-0.373373568,0.989309132,0.648453295,0.461460561,0.480887771,0.490830004,0.367696017,0.55437392,0.206099242,0.991379857,0.338380486,0.5493837,-0.206154227,0.997637153
L,0.453740329,0.270707935,0.057516251,0.999785006,0.343361408,0.356014639,0.453612447,0.997060537,0.343992501,0.320614547,-0.339198917,0.999940038,0.503951728,0.389772028,-0.419667661,0.996732414,0.468760461,0.430434197,0.538481176,0.286948919,0.704171479,0.444921285,-0.361600488,0.988776743,0.629681528,0.476501107,0.477677703,0.466478169,0.352391571,0.555382788,0.214853421,0.99158293,0.336230159,0.550307095,-0.215054855,0.997629702
L,0.466578901,0.27070567,0.038084786,0.999766767,0.343923748,0.352050781,0.418372124,0.997130811,0.351681083,0.321470171,-0.34408468,0.999939859,0.503404856,0.399427176,-0.422870427,0.996509731,0.458604574,0.435561299,0.497998595,0.275156796,0.683396637,0.470067888,-0.337510347,0.988068283,0.616965175,0.487985522,0.449552029,0.446322381,0.350774646,0.555617273,0.21475938,0.991939783,0.333326668,0.550880015,-0.21495682,0.99765563
L,0.484268427,0.270839125,0.026584661,0.999766767,0.350734591,0.348217696,0.412879676,0.997296929,0.358999848,0.321994811,-0.349150211,0.999940872,0.492789596,0.406477064,-0.424716264,0.996128082,0.448150277,0.438909054,0.482314467,0.264410049,0.652235687,0.485633224,-0.360801548,0.986919284,0.602525771,0.494328767,0.399499327,0.434732348,0.348991603,0.555595934,0.220056564,0.992295861,0.325978279,0.551530659,-0.220225275,0.997719347
L,0.500093043,0.272846669,0.016599884,0.999767303,0.366680086,0.346313506,0.413422465,0.99747014,0.368992358,0.323076963,-0.373719364,0.999943137,0.486655354,0.416879892,-0.463398665,0.99564904,0.446712494,0.441762209,0.494437426,0.25625515,0.617178798,0.504130065,-0.370023698,0.985680103,0.591926873,0.509220541,0.382903934,0.427135706,0.345836461,0.555632412,0.244060621,0.99265945,0.321870089,0.552430809,-0.244269431,0.997823894
L,0.517816186,0.27778855,0.017623855,0.9997738,0.387678683,0.346935421,0.435926795,0.997646213,0.375925303,0.325713545,-0.374330908,0.999945998,0.480356544,0.424729496,-0.465843648,0.995182872,0.453956872,0.447899908,0.506489992,0.257479787,0.592110336,0.52070564,-0.375344217,0.984652877,0.59017837,0.523148537,0.4022533,0.425802678,0.346277833,0.555627942,0.25107795,0.993057132,0.314845622,0.552473605,-0.251316637,0.997935414
L,0.550092995,0.284610838,0.092866488,0.999791741,0.436322957,0.350809067,0.563203156,0.997924268,0.395039529,0.331227452,-0.329740018,0.999953389,0.459346622,0.437570482,-0.422955126,0.994248271,0.452059954,0.458796591,0.628776312,0.232655466,0.544561267,0.545986652,-0.359312892,0.98216635,0.557737291,0.545198262,0.513803959,0.373485386,0.348192275,0.553812683,0.254235953,0.99379611,0.304661572,0.54880923,-0.254186362,0.998181462
L,0.566613853,0.287809044,0.075651973,0.999797702,0.453494489,0.357523113,0.53231442,0.998003602,0.407599121,0.333992362,-0.335821152,0.999955952,0.454079479,0.443523794,-0.425808668,0.993246377,0.453841984,0.46784237,0.618058264,0.217465684,0.526982784,0.560118437,-0.361904174,0.97888875,0.549080968,0.555796087,0.533332109,0.344508916,0.345926225,0.550030529,0.251084864,0.994180501,0.291821688,0.543487966,-0.251006126,0.99830246
L,0.583487451,0.296778351,0.104930229,0.999806702,0.450407386,0.358544111,0.578669906,0.998106003,0.424476862,0.336976081,-0.322233468,0.99995935,0.447325677,0.446310043,-0.423536152,0.992990911,0.446001023,0.464767486,0.643155396,0.205078021,0.499131948,0.559850216,-0.367257088,0.978105247,0.501916468,0.551603258,0.539891899,0.317990959,0.333924443,0.547647715,0.25934878,0.994582593,0.290699065,0.540656447,-0.25901264,0.998429477
L,0.596145749,0.306993335,0.015463728,0.999803722,0.451898962,0.358888775,0.474824697,0.998150826,0.439617187,0.341999382,-0.365107924,0.999961078,0.4405725,0.459666133,-0.454083651,0.992241502,0.433047146,0.46798268,0.513020039,0.189798355,0.472837955,0.584616542,-0.402308226,0.97524029,0.457352877,0.567289889,0.400039434,0.292347759,0.317145348,0.547623038,0.258565933,0.994859755,0.287112296,0.541186094,-0.258251876,0.998504937
L,0.612177193,0.315848261,-0.118997037,0.999789596,0.454376787,0.360430002,0.300014943,0.998170435,0.454964608,0.351118565,-0.461106181,0.999959469,0.426542014,0.474655479,-0.528697014,0.991391301,0.40415141,0.476227522,0.355640858,0.176453054,0.440928787,0.60016042,-0.44334349,0.970896721,0.416401058,0.580486238,0.272695988,0.27131319,0.3002536,0.548921704,0.250996649,0.995191693,0.2812154,0.543386638,-0.250719428,0.998566031
L,0.633866727,0.320426434,-0.206416517,0.999780953,0.483918905,0.375817329,0.2237387,0.99814558,0.458202958,0.363296151,-0.528910339,0.99995625,0.412558347,0.484570742,-0.574314892,0.990818918,0.415274382,0.481629461,0.280976325,0.164513484,0.420982748,0.604771197,-0.458382845,0.965456069,0.413746208,0.584570944,0.187690794,0.250932127,0.306166589,0.552194595,0.241263613,0.995429397,0.274017751,0.544630587,-0.240944862,0.998604059
L,0.649997592,0.332827359,-0.240538582,0.999776661,0.487571478,0.383020192,0.194937676,0.998175323,0.468068659,0.372406155,-0.569694042,0.999955058,0.402913541,0.493077427,-0.623836458,0.990398765,0.403242379,0.494901538,0.265527308,0.153192699,0.392935902,0.615192235,-0.536061049,0.961380541,0.393756747,0.596155882,0.181910485,0.232874364,0.302730978,0.552390993,0.237197459,0.995619476,0.271763474,0.544851363,-0.236851752,0.998627245
L,0.651888669,0.342674345,-0.236614242,0.999768138,0.489608765,0.385823011,0.184390262,0.998188496,0.482019752,0.377982408,-0.56373769,0.999953747,0.396174282,0.491914988,-0.613910556,0.989786863,0.395706743,0.491203278,0.233627066,0.141516432,0.363550067,0.605947554,-0.504635751,0.955920935,0.345856667,0.583342016,0.119543418,0.214905322,0.288666099,0.552879333,0.232293338,0.995795965,0.268866003,0.547423542,-0.231876582,0.998653233
L,0.659813762,0.348335385,-0.231646985,0.99973923,0.504743695,0.394169599,0.185154036,0.998167217,0.494534492,0.381953746,-0.549585283,0.99995333,0.387545347,0.484582901,-0.604064584,0.989594162,0.399091333,0.486648828,0.251983106,0.131042942,0.334902555,0.595217407,-0.501432836,0.953701913,0.347276866,0.575809538,0.149420068,0.199224934,0.293659389,0.558265626,0.22548449,0.995927572,0.270941198,0.551853061,-0.22497952,0.998671651
L,0.672938168,0.353959709,-0.239291102,0.999592245,0.518051267,0.404814154,0.19774431,0.997889161,0.50056386,0.388862848,-0.574086249,0.999949634,0.385243177,0.482470393,-0.665060759,0.98890084,0.402838916,0.486279935,0.272886306,0.1206927,0.315270752,0.590855122,-0.63170737,0.95023787,0.341927767,0.573034704,0.178784966,0.182761058,0.297431767,0.563199699,0.227569029,0.995863855,0.270526707,0.558520079,-0.22693339,0.998617172
L,0.688978553,0.369316608,-0.197565764,0.999227643,0.520151138,0.417428225,0.255705208,0.997277677,0.508910298,0.398958325,-0.589776814,0.999945998,0.379590213,0.48349154,-0.72050482,0.987748981,0.40074876,0.49137795,0.342703372,0.102947153,0.293173909,0.59071523,-0.73695153,0.948456943,0.311015874,0.575335383,0.277297854,0.155127048,0.29234156,0.566900849,0.25660336,0.995792866,0.269670904,0.56641376,-0.255864292,0.998491883
L,0.693925142,0.377548426,-0.202725127,0.998961389,0.522825122,0.42342028,0.261889815,0.996790886,0.510775864,0.403587967,-0.603348255,0.999943733,0.376824111,0.485416383,-0.726003289,0.987275362,0.400513232,0.492048979,0.345069081,0.097350754,0.287752748,0.59096688,-0.737530947,0.948220253,0.307178676,0.575105846,0.281869859,0.145074144,0.286407739,0.566361547,0.260739446,0.995572031,0.265074015,0.566279233,-0.260021776,0.998385727
L,0.697896659,0.383859247,-0.194159672,0.998660326,0.527525246,0.428459793,0.26673761,0.99621743,0.512636125,0.406786889,-0.588283002,0.999940813,0.374437153,0.485519379,-0.70648104,0.986884058,0.401480228,0.496280909,0.349391967,0.091880396,0.28099674,0.590444148,-0.709114611,0.947471857,0.307909042,0.577900529,0.285389155,0.135466874,0.28374669,0.565888524,0.260722429,0.995116651,0.263296247,0.565984309,-0.26002261,0.998220444
L,0.69910264,0.387690932,-0.168478981,0.99859035,0.532662868,0.434604764,0.307349771,0.995921731,0.515141964,0.408855706,-0.549869657,0.999940753,0.373108029,0.486308217,-0.702958345,0.986893058,0.402528644,0.501058996,0.3762348,0.086122118,0.277348936,0.589976847,-0.667658985,0.94625926,0.311712027,0.582089841,0.289320111,0.126437172,0.283829004,0.565787256,0.259317875,0.994850934,0.261775672,0.565322459,-0.258636534,0.998125374
L,0.698813498,0.390403152,-0.156705081,0.998626173,0.535978794,0.43767333,0.310282439,0.995831192,0.517967463,0.411165148,-0.490546227,0.99994272,0.371243209,0.486969203,-0.621263444,0.987148404,0.403236657,0.504175842,0.374884874,0.08016216,0.274082989,0.592187226,-0.638962626,0.945074379,0.315887243,0.584635675,0.281475157,0.117918864,0.284990162,0.565720618,0.247655079,0.994851768,0.259662956,0.564848483,-0.247000471,0.998154104
L,0.700089574,0.392083794,-0.138122961,0.998659909,0.539322972,0.44124648,0.313783884,0.995749414,0.516385734,0.410329252,-0.465046167,0.999943495,0.370717466,0.489403576,-0.581525505,0.987452269,0.4069058,0.508462787,0.37460041,0.074318722,0.274969459,0.59381026,-0.596863151,0.944265425,0.32464239,0.590565979,0.265404552,0.109258428,0.285994828,0.565607607,0.239211649,0.994853318,0.25358358,0.562630236,-0.238509938,0.998157144
L,0.699900925,0.389796883,-0.091034286,0.998721004,0.534928381,0.436455458,0.34761253,0.995687783,0.51569885,0.407930404,-0.445669681,0.999942958,0.370682538,0.492610067,-0.559520423,0.986971557,0.406740338,0.509918272,0.391284913,0.06882114,0.280274808,0.597987711,-0.556064487,0.940891385,0.323357612,0.597413242,0.274471432,0.100831337,0.281760931,0.565046608,0.237897098,0.994874537,0.249566644,0.560868919,-0.237175152,0.998168051
L,0.698150873,0.385641485,-0.042607483,0.998827577,0.539697945,0.436500341,0.407554507,0.995897055,0.517870963,0.407250553,-0.382519543,0.999946952,0.371370256,0.492198974,-0.49634558,0.987067878,0.413025677,0.511868656,0.453857005,0.064107485,0.287286758,0.600802958,-0.511597991,0.939517021,0.330843359,0.605326772,0.291172147,0.093729898,0.287360996,0.565637708,0.238421917,0.995238721,0.25142017,0.555658221,-0.2377242,0.998316348
L,0.692295194,0.378505558,-0.176320642,0.999404967,0.538366079,0.422338009,0.273267984,0.994532347,0.52216953,0.406556726,-0.436626792,0.999878943,0.38573128,0.498848885,-0.529747128,0.979600132,0.411679447,0.508141458,0.295861036,0.026436828,0.300481826,0.610707581,-0.500228822,0.848602891,0.338295937,0.590995789,0.15075019,0.031062171,0.276867867,0.555686355,0.215613678,0.990525961,0.241959348,0.553143561,-0.214817032,0.996922493
L,0.589235425,0.297002584,-0.103983432,0.99941206,0.515439391,0.384520561,0.305361331,0.993213296,0.451834917,0.349255651,-0.364667177,0.999820232,0.45971176,0.46211639,-0.419496864,0.973015666,0.498909354,0.475291044,0.432594121,0.034437142,0.545605361,0.583366573,-0.367289513,0.84283042,0.56983918,0.567435265,0.345257819,0.038615357,0.324301511,0.543479025,0.210146695,0.988227069,0.264172673,0.533056617,-0.20974119,0.996960998
L,0.41819036,0.265372247,-0.045282237,0.999765337,0.387211651,0.364455134,0.450639278,0.996379375,0.32931155,0.316485912,-0.359865427,0.999916494,0.519628584,0.337915659,-0.595086217,0.989515305,0.536293089,0.391235471,0.647725344,0.198612541,0.745395303,0.32892552,-0.640131056,0.941091776,0.696864188,0.382232636,0.544445038,0.285666972,0.398731828,0.557461202,0.223163947,0.990698814,0.358428538,0.549753547,-0.223303199,0.998121142
L,0.419608891,0.265761882,-0.046678767,0.999785721,0.39248395,0.363909274,0.441220075,0.996547759,0.327554584,0.31702283,-0.373397678,0.999921679,0.518712699,0.331393391,-0.60782969,0.990377665,0.537428916,0.3823829,0.629689813,0.214037597,0.736904383,0.317843705,-0.640198946,0.946378529,0.705131233,0.367738605,0.527229607,0.313571066,0.413399637,0.557652771,0.222879887,0.99115175,0.360942602,0.55145973,-0.222987056,0.998200238
L,0.419444501,0.266921192,-0.010582042,0.999802947,0.385980994,0.363093406,0.459806442,0.996631086,0.328103095,0.317577511,-0.370741963,0.99992609,0.51821512,0.32700482,-0.582308888,0.991164505,0.538970292,0.374980599,0.627326846,0.223751619,0.736142993,0.307047755,-0.603535593,0.951164484,0.708830655,0.360538989,0.508906543,0.336509675,0.414094359,0.557546437,0.223091811,0.991491556,0.370648563,0.551285386,-0.223197445,0.998249233
L,0.415887564,0.267534256,-0.032784428,0.999817312,0.389096141,0.361418843,0.453370303,0.996661067,0.324571729,0.317936093,-0.366539121,0.999928653,0.519323587,0.320686668,-0.58442378,0.991863489,0.543046892,0.368069172,0.592249811,0.235072494,0.734295785,0.29501465,-0.60610956,0.955406487,0.7089504,0.347741365,0.462463409,0.361951947,0.41563046,0.55666548,0.220628336,0.991750181,0.370550871,0.551111579,-0.220781147,0.998286963
L,0.411459684,0.267940223,-0.037713926,0.999828219,0.390487283,0.360722691,0.431772441,0.996603549,0.318747848,0.318482846,-0.364348441,0.999928117,0.518453836,0.317759931,-0.591169953,0.992481768,0.541774809,0.363414615,0.558575928,0.243186161,0.732744455,0.289133161,-0.610259354,0.959144831,0.706042469,0.341213942,0.427369624,0.383658856,0.421429783,0.556131124,0.214543566,0.991852343,0.369979233,0.551027,-0.21468395,0.998270392
L,0.409909457,0.268342316,-0.062626518,0.999833882,0.39141959,0.360860974,0.418551803,0.996510088,0.318379611,0.318950534,-0.364639908,0.999924958,0.517842531,0.317206413,-0.59325397,0.993027031,0.542895079,0.361748308,0.544579923,0.252536654,0.731781006,0.28848955,-0.613164604,0.962449014,0.707304895,0.340193987,0.411676586,0.403995275,0.425147474,0.555879533,0.212690294,0.991817415,0.372269392,0.551106989,-0.212837398,0.998207331
L,0.408980608,0.268634677,-0.059566941,0.999841154,0.391905814,0.360831618,0.421619147,0.99649322,0.319448471,0.319194615,-0.369069457,0.999926269,0.5177297,0.317187935,-0.606856048,0.993561208,0.54173094,0.363363236,0.558890045,0.259364188,0.728673697,0.290926903,-0.629436731,0.965645015,0.704575062,0.340584666,0.432440221,0.422676593,0.425803035,0.555838048,0.214399651,0.991928995,0.374158174,0.551872551,-0.214545026,0.998204112
L,0.409780115,0.268801123,-0.048539516,0.999850392,0.391146481,0.361077785,0.423373461,0.996569753,0.321378887,0.319122583,-0.361454576,0.99992907,0.516972661,0.318227559,-0.591404438,0.994049728,0.541614532,0.368953317,0.566937685,0.268589288,0.726817727,0.296753436,-0.602400541,0.968541741,0.701922655,0.34643808,0.459964305,0.440875411,0.426307172,0.556360066,0.212920457,0.992065489,0.376072824,0.553363502,-0.213037685,0.998216689
L,0.409597814,0.268855006,-0.024168113,0.99985528,0.391154975,0.361353725,0.434201837,0.996530652,0.322042823,0.31835857,-0.342445552,0.999930561,0.515515566,0.318873495,-0.556920826,0.994475424,0.54088527,0.370776027,0.580093682,0.270877898,0.72723043,0.300017864,-0.562411487,0.971066713,0.700435758,0.349394321,0.478194624,0.447001934,0.426361978,0.556190014,0.211058363,0.991936922,0.376307487,0.553258479,-0.211154535,0.998177588
L,0.409161538,0.268833548,-0.009296414,0.999860466,0.390360385,0.361423999,0.44964394,0.996574938,0.322210759,0.317857653,-0.325689882,0.999932587,0.51391232,0.32135579,-0.525610387,0.994836807,0.540732265,0.371165782,0.587152243,0.276294291,0.728364468,0.303132445,-0.527868807,0.973329544,0.701629162,0.349744946,0.489091307,0.457475483,0.423976749,0.55574739,0.210108653,0.991963685,0.374337316,0.552309692,-0.210190803,0.99816215
L,0.410007685,0.268746346,0.013328296,0.999860644,0.388980985,0.36157915,0.461603522,0.996486545,0.323092818,0.317776948,-0.311473787,0.999932289,0.516316295,0.323129982,-0.500282764,0.995084286,0.542021334,0.371410489,0.587933242,0.276812553,0.733632803,0.306691289,-0.51031518,0.975159943,0.705251992,0.352442533,0.48417303,0.459404588,0.422360957,0.554877162,0.209791854,0.991704822,0.373854011,0.550564408,-0.209860265,0.998041868
L,0.411405742,0.268767387,0.020835241,0.999860585,0.385580838,0.362219185,0.461891681,0.996466875,0.323184609,0.317465276,-0.304806828,0.999933541,0.520516515,0.324264139,-0.475318015,0.995389163,0.542743981,0.372306198,0.588159442,0.280078948,0.737887263,0.308804542,-0.483591408,0.97715497,0.704456747,0.354635239,0.480482608,0.467383653,0.421909153,0.554828584,0.208322316,0.991453648,0.372912794,0.550202668,-0.208381757,0.997946262
L,0.411601394,0.268766642,0.020050131,0.999855995,0.384802639,0.36284411,0.467876047,0.996427655,0.323896736,0.317321628,-0.291964293,0.999933958,0.524849772,0.32452175,-0.447237015,0.995627582,0.542481184,0.372701317,0.586701095,0.281503916,0.74181968,0.309111148,-0.451904088,0.978858709,0.703730106,0.359308094,0.475945234,0.471584022,0.420493484,0.554753959,0.205523849,0.991078377,0.372595042,0.549748957,-0.205569193,0.997813165
L,0.414030075,0.269105643,0.015058218,0.999851763,0.385314405,0.363070279,0.463127941,0.996406615,0.324149311,0.317279726,-0.293397456,0.99993515,0.525187373,0.325767398,-0.456591815,0.995874524,0.543661654,0.374769002,0.579841733,0.28424859,0.745417774,0.315164357,-0.457825154,0.980399728,0.709631801,0.368943721,0.470017433,0.474708647,0.418536186,0.554861665,0.201752394,0.990956366,0.368388683,0.550130904,-0.201766744,0.997772157
L,0.420201987,0.270013541,0.034688659,0.99985081,0.38520357,0.363172889,0.461202443,0.996551096,0.324433506,0.317290157,-0.295027167,0.999937475,0.526155889,0.332625061,-0.451890975,0.996076822,0.543871403,0.379385918,0.576272726,0.300633967,0.746205926,0.338969857,-0.463559598,0.981880426,0.716288745,0.380097151,0.458306521,0.496556878,0.414570689,0.555436671,0.201235637,0.990972161,0.36486268,0.550834477,-0.201236472,0.997736692
L,0.429852098,0.273857653,0.044315346,0.999838293,0.385195524,0.362579972,0.460741729,0.996592999,0.325090021,0.317312479,-0.297251254,0.999938011,0.525164187,0.340749741,-0.44734928,0.996185958,0.544131815,0.385880142,0.576972246,0.308336169,0.745015621,0.35341832,-0.45354113,0.9830212,0.720375955,0.388194054,0.461906374,0.507036984,0.411069363,0.555443883,0.200588137,0.99060601,0.357483745,0.551204681,-0.200562015,0.997619927
L,0.440436035,0.275103956,0.056118838,0.999828577,0.375874162,0.361378223,0.458234072,0.996720374,0.332030088,0.317321867,-0.293123841,0.999938786,0.537447035,0.352227807,-0.411966324,0.996264219,0.540137291,0.395739436,0.557440341,0.315835059,0.752923965,0.370039374,-0.394303828,0.984051108,0.718769372,0.405071765,0.457524687,0.51528275,0.392911673,0.555469692,0.198876575,0.990583539,0.350699782,0.551198065,-0.198857695,0.997559667
L,0.450688243,0.274988443,0.073163666,0.999820769,0.376985371,0.361474872,0.462657213,0.996872902,0.339577407,0.317071527,-0.28624025,0.999940336,0.535767257,0.360172659,-0.389317393,0.99633652,0.527523577,0.413695484,0.564797521,0.317621648,0.751725316,0.390521318,-0.359013736,0.984995782,0.706799209,0.434601992,0.488340229,0.519289315,0.390171379,0.5555318,0.198312223,0.990726233,0.344595939,0.550958693,-0.198287144,0.997576296
L,0.464148581,0.274920732,0.065049455,0.999817133,0.377745867,0.361403823,0.459155262,0.997032642,0.350629032,0.318030208,-0.287407488,0.999941945,0.539842367,0.370027393,-0.399991363,0.9964149,0.526131272,0.419916481,0.555272341,0.320087016,0.750205874,0.407163352,-0.3620013,0.985827744,0.699420571,0.446116894,0.484336495,0.519320011,0.382107735,0.555359423,0.198471516,0.990996063,0.342232436,0.549958825,-0.198447436,0.997615576
L,0.476892442,0.275235474,0.057485223,0.999807775,0.372342616,0.357458562,0.438689858,0.997173846,0.362779289,0.319109529,-0.293701023,0.999942243,0.539063931,0.380559474,-0.401388109,0.996403039,0.509913981,0.423834771,0.518422186,0.316737145,0.740324795,0.423151165,-0.344059259,0.986282885,0.686718702,0.454415798,0.461945474,0.512432694,0.367809653,0.555255353,0.198964611,0.991305113,0.338795394,0.54965198,-0.198963806,0.997613311
L,0.492901742,0.275464922,0.052802179,0.999814332,0.372035861,0.356228918,0.430330336,0.997359693,0.374202579,0.320449203,-0.29895243,0.999943852,0.534150839,0.392344862,-0.404552877,0.996320605,0.495974928,0.433062047,0.50420028,0.31065315,0.719631851,0.448435754,-0.349622518,0.986323774,0.665457487,0.468344212,0.440298051,0.5010342,0.356298387,0.555231154,0.201803818,0.991787195,0.335978001,0.549255729,-0.201881871,0.997692108
L,0.510315061,0.275563508,0.042150926,0.999821067,0.379641682,0.355030209,0.430313647,0.997548997,0.381285161,0.321723223,-0.334991992,0.999946952,0.529792666,0.400798917,-0.425246567,0.996263981,0.492804468,0.441711873,0.508760691,0.304287791,0.701245129,0.471035719,-0.370543599,0.986427724,0.647572696,0.490800381,0.435425013,0.495719463,0.351041615,0.555146515,0.215619639,0.992226362,0.326415896,0.54921478,-0.215786397,0.99781549
L,0.528001487,0.278778106,0.021169698,0.999819338,0.394727886,0.352342933,0.427424818,0.997697532,0.393108636,0.324402779,-0.372511089,0.999948859,0.520989358,0.413367063,-0.467455715,0.996051192,0.489112824,0.444314599,0.505367041,0.292375296,0.678243101,0.49232164,-0.383817673,0.985533297,0.638190091,0.498119235,0.41997546,0.479281276,0.351944596,0.555173814,0.23563309,0.992665648,0.321488619,0.549803555,-0.235842839,0.997921169
L,0.545183301,0.281931192,0.036349673,0.999816477,0.418686837,0.352758527,0.442989498,0.997747362,0.39656055,0.325354427,-0.358127534,0.999951184,0.510943174,0.415887862,-0.460717142,0.99571681,0.490427434,0.451180905,0.512952387,0.271591365,0.652018726,0.506393909,-0.387537241,0.983727515,0.623628974,0.516286671,0.426322788,0.445923507,0.351709127,0.554802179,0.232720405,0.992913187,0.309461921,0.54844439,-0.232820854,0.998018205
L,0.558361292,0.289225221,0.050084259,0.999821723,0.427860945,0.352627665,0.464626461,0.997852504,0.407982081,0.32769224,-0.345894307,0.999954104,0.504933,0.426044315,-0.442323804,0.995484769,0.474392176,0.456757307,0.537612081,0.257813007,0.624647677,0.520250499,-0.381233096,0.983070612,0.597097397,0.528002143,0.432869136,0.424127907,0.341203153,0.554178059,0.233084396,0.993269801,0.308248401,0.548144102,-0.233087674,0.998134375
L,0.575595737,0.294667065,0.033678483,0.999823034,0.451307088,0.353138477,0.461382747,0.997901142,0.414660633,0.331697196,-0.354995102,0.999956429,0.491334021,0.43300283,-0.451318979,0.995065212,0.474721164,0.454199225,0.53531903,0.242352799,0.593601763,0.536141157,-0.38307339,0.98160243,0.582742989,0.540995598,0.430850178,0.39496839,0.345676273,0.553297937,0.232349709,0.993593395,0.300471306,0.547329485,-0.232322693,0.998247981
L,0.59117496,0.302743882,-0.008900765,0.99980998,0.453457892,0.354034811,0.435535669,0.997945964,0.42893216,0.336176515,-0.399947315,0.999957979,0.484265387,0.443410158,-0.468998373,0.994336903,0.464639515,0.45414266,0.499542177,0.226239815,0.583157957,0.558963895,-0.359951913,0.978510499,0.560038269,0.538781404,0.396035939,0.366336673,0.336426735,0.552669108,0.248430178,0.993777096,0.291728735,0.547319055,-0.248414248,0.998329103
L,0.60716027,0.307815462,0.002429223,0.999816537,0.454595298,0.356220961,0.440817386,0.998034954,0.442602694,0.340083152,-0.390727103,0.999960482,0.475702018,0.452916533,-0.430869639,0.993671417,0.44792515,0.455611587,0.504888892,0.209678754,0.561374903,0.57028079,-0.34122321,0.976450086,0.52774632,0.541094959,0.406647414,0.340521246,0.325360537,0.550249875,0.246939152,0.994036198,0.287302464,0.545161366,-0.246822968,0.998424649
L,0.622398674,0.316983163,-0.02163345,0.999818385,0.479850352,0.364751816,0.421007037,0.998127341,0.448371649,0.346847922,-0.393459767,0.999962687,0.46428147,0.460377932,-0.457290679,0.993184984,0.456549227,0.464498729,0.488476247,0.196192712,0.513612747,0.579369247,-0.380499899,0.975013554,0.521556437,0.558988869,0.38972643,0.316578597,0.326168507,0.549934268,0.244260326,0.994412482,0.281189412,0.544938922,-0.244213223,0.998508632
L,0.635869205,0.322863221,-0.083438873,0.999814272,0.50797236,0.380034685,0.36263907,0.998157084,0.451648921,0.35422352,-0.424232066,0.999963045,0.453357488,0.466691166,-0.493112057,0.992899001,0.459629506,0.475822657,0.42875278,0.183327138,0.488019139,0.593435884,-0.43037051,0.972972572,0.50040251,0.57114321,0.317210227,0.292454571,0.329206795,0.549990892,0.238326862,0.994709551,0.274513185,0.5435794,-0.238031179,0.998552918
L,0.649252832,0.32964322,-0.167675525,0.999805987,0.511003017,0.38433063,0.286461234,0.998153627,0.467199951,0.361279935,-0.500079691,0.999963284,0.443867683,0.482087106,-0.569917738,0.992655516,0.462569088,0.483624488,0.376447439,0.172094598,0.451442868,0.609282911,-0.517293632,0.971823394,0.470423281,0.586605191,0.292445481,0.271690458,0.326051533,0.551825285,0.23753874,0.994988918,0.26681447,0.543973982,-0.237270251,0.998589218
L,0.664752185,0.339860201,-0.172178298,0.99977845,0.512944162,0.388829917,0.261304408,0.998086452,0.48292318,0.372193366,-0.509878099,0.99995774,0.431359887,0.49127984,-0.580549657,0.991422534,0.448804736,0.487516135,0.315372586,0.15944007,0.431332231,0.611609161,-0.508092105,0.964784682,0.43599394,0.593864143,0.216081724,0.249889374,0.313274026,0.552271247,0.237428829,0.995095313,0.264473766,0.544431388,-0.237096652,0.998535872
